"","Store","Gender","Revenue"
"153","Store B","Female",5000.76886912219
"154","Store B","Female",4998.29873628127
"155","Store B","Female",5000.5518306782
"156","Store B","Female",4995.85149356197
"157","Store B","Female",5004.52540320813
"158","Store B","Female",5003.30250409167
"159","Store B","Female",4975.9056728434
"160","Store B","Female",5001.37390759004
"161","Store B","Female",5003.39540962444
"162","Store B","Female",4998.25058496886
"163","Store B","Female",5002.64709513828
"164","Store B","Female",4984.82180349796
"165","Store B","Female",4985.914272861
"166","Store B","Female",4995.10086825364
"167","Store B","Female",5014.95789478684
"168","Store B","Female",4993.08821679521
"169","Store B","Female",5001.0783177226
"170","Store B","Female",5006.02288558379
"171","Store B","Female",4979.8426276076
"172","Store B","Female",5004.96648131178
"173","Store B","Female",5002.88010336062
"174","Store B","Female",5014.35710209205
"175","Store B","Female",5002.56478566027
"176","Store B","Female",5014.77065006517
"177","Store B","Female",4986.73522168321
"178","Store B","Female",4980.74565626223
"179","Store B","Female",4994.14627006888
"180","Store B","Female",5000.86793396416
"181","Store B","Female",4999.44808054273
"182","Store B","Female",4995.53642788129
"183","Store B","Female",4989.26430163666
"184","Store B","Female",4981.56975908726
"185","Store B","Female",5008.62157985639
"186","Store B","Female",4991.82384994517
"187","Store B","Female",4999.63662127678
"188","Store B","Female",5018.42865976941
"189","Store B","Female",4984.51894343829
"190","Store B","Female",4994.81589729981
"191","Store B","Female",4977.2658558684
"192","Store B","Female",5007.69983694903
"193","Store B","Female",5014.63954046098
"194","Store B","Female",5001.97819502297
"195","Store B","Female",4994.73915621001
"196","Store B","Female",4999.26356519745
"197","Store B","Female",5005.34797416342
"198","Store B","Female",5008.13501251529
"199","Store B","Female",4997.48340550295
"200","Store B","Female",5003.84966769141
