"","Store","Gender","Revenue"
"175","Store B","Female",4995.74042120686
"176","Store B","Female",5003.74252369984
"177","Store B","Female",5007.05140029876
"178","Store B","Female",4987.15950364553
"179","Store B","Female",4996.37228598752
"180","Store B","Female",5023.37470835066
"181","Store B","Female",5007.93326961
"182","Store B","Female",4987.32483247371
"183","Store B","Female",4997.53053963796
"184","Store B","Female",4996.88743772674
"185","Store B","Female",4997.99693205321
"186","Store B","Female",5010.88608156555
"187","Store B","Female",5007.94326239412
"188","Store B","Female",5016.91962509667
"189","Store B","Female",4997.28098492413
"190","Store B","Female",5000.42531149557
"191","Store B","Female",5027.28778657011
"192","Store B","Female",5003.36208223432
"193","Store B","Female",4993.5071476608
"194","Store B","Female",4995.10473112558
"195","Store B","Female",5007.40233887032
"196","Store B","Female",4997.16762272446
"197","Store B","Female",4997.54987105546
"198","Store B","Female",5001.64887974789
"199","Store B","Female",5017.5643266424
"200","Store B","Female",5000.88362106636
