"","Store","Revenue"
"153","Store A",4431.10871802251
"154","Store A",4104.94871462023
"155","Store A",3758.9812917657
"156","Store A",3849.06742408984
"157","Store A",3664.86068168375
"158","Store A",4174.87483837531
"159","Store A",3860.98581650263
"160","Store A",4368.84094817448
"161","Store A",4514.3576864059
"162","Store A",4072.17732650269
"163","Store A",4502.72203388523
"164","Store A",4713.81163174782
"165","Store A",4709.40827327559
"166","Store A",4152.18633401325
"167","Store A",3842.9705611198
"168","Store A",3985.9379029102
"169","Store A",4317.68591978207
"170","Store A",4042.34212155356
"171","Store A",4262.07437690731
"172","Store A",4661.61953752529
"173","Store A",4255.17762926797
"174","Store A",3498.14337046437
"175","Store A",4057.1814288611
"176","Store A",3867.40445697948
"177","Store A",4559.24558719039
"178","Store A",4145.93212110338
"179","Store A",4316.76480562267
"180","Store A",3403.03770915674
"181","Store A",4577.86768483555
"182","Store A",4705.09248802403
"183","Store A",4475.04343556863
"184","Store A",4186.13868907525
"185","Store A",4425.66376554873
"186","Store A",4146.49747339265
"187","Store A",3621.05006571238
"188","Store A",4306.00667595084
"189","Store A",4517.72521214762
"190","Store A",4044.20326900943
"191","Store A",3931.83391680054
"192","Store A",3674.75414946584
"193","Store A",4896.83263130649
"194","Store A",4099.14711477642
"195","Store A",4022.93585667971
"196","Store A",3933.89451043803
"197","Store A",3852.81270038438
"198","Store A",3758.81814686082
"199","Store A",3915.10554247525
"200","Store A",3728.01398961193
"201","Store A",4232.03056672317
"202","Store A",3916.79842759747
"203","Store A",3704.94794437349
"204","Store A",4604.1858427827
"205","Store A",3904.35358920235
"206","Store A",4375.06308342096
"207","Store A",4735.50968195872
"208","Store A",4617.09131447903
"209","Store A",4141.04568442301
"210","Store A",4207.01979240376
"211","Store A",4224.12495297479
"212","Store A",4199.64312069072
"213","Store A",4609.29785756801
"214","Store A",3961.91582255095
"215","Store A",3736.11985695982
"216","Store A",3976.1763752322
"217","Store A",4303.4438506577
"218","Store A",3695.52097230062
"219","Store A",4093.09163768424
"220","Store A",4092.7805874876
"221","Store A",4136.78388792418
"222","Store A",4158.87488812948
"223","Store A",4243.08604400629
"224","Store A",4758.82560942992
"225","Store A",4708.34028366007
"226","Store A",4577.41949734666
"227","Store A",3867.36879205734
"228","Store A",4096.66231998539
"229","Store A",4336.14102799538
"230","Store A",4747.95144942145
"231","Store A",4362.88074443246
"232","Store A",4630.02753799283
"233","Store A",3999.58608234246
"234","Store A",3981.02234737965
"235","Store A",4450.46077504564
"236","Store A",4813.52972901249
"237","Store A",4223.77045218461
"238","Store A",3849.3472607548
"239","Store A",4363.28572544758
"240","Store A",3763.37428211676
"241","Store A",4154.37870682853
"242","Store A",3955.56271226575
"243","Store A",4160.20639808597
"244","Store A",4269.24442396154
"245","Store A",4338.97956694187
"246","Store A",3948.19926917567
"247","Store A",4433.59093030386
"248","Store A",4236.16492211444
"249","Store A",4308.05171107961
"250","Store A",4161.160079301
"251","Store A",3907.23535189905
"252","Store A",4489.91193187994
"253","Store A",4705.00751283428
"254","Store A",4207.88611997704
"255","Store A",4550.01483929345
"256","Store A",3952.72132287057
"257","Store A",4594.7112922214
"258","Store A",4075.97994396763
"259","Store A",4153.65740532808
"260","Store A",3837.49609924549
"261","Store A",4245.50276333142
"262","Store A",3997.19171924393
"263","Store A",4778.54541705599
"264","Store A",4952.40198290156
"265","Store A",3487.31376457479
"266","Store A",4340.71001820977
"267","Store A",4298.03964657257
"268","Store A",3429.76523499082
"269","Store A",4153.57407955846
"270","Store A",3747.77687740719
"271","Store A",4111.98915112637
"272","Store A",4052.41078182813
"273","Store A",4565.16337908081
"274","Store A",4291.31380037988
"275","Store A",4136.4143098311
"276","Store A",4016.97412445258
"277","Store A",4232.40040689911
"278","Store A",3918.08618934186
"279","Store A",4383.94036584578
"280","Store A",3704.02622150248
"281","Store A",4104.27033811205
"282","Store A",4329.83865542448
"283","Store A",3857.9118229212
"284","Store A",3493.02511462851
"285","Store A",4647.43233272486
"286","Store A",4509.10382915315
"287","Store A",4511.02902867366
"288","Store A",4428.25659762805
"289","Store A",4580.80322653736
"290","Store A",3921.05157775927
"291","Store A",4273.13989928372
"292","Store A",4041.13389154873
"293","Store A",4235.26781571151
"294","Store A",4341.17976480378
"295","Store A",4711.75475281449
"296","Store A",3926.13036758422
"297","Store A",4110.61833890285
"298","Store A",3851.00978454911
"299","Store A",4267.03168818401
"300","Store A",3618.81329945058
"301","Store A",4591.23415247012
"302","Store A",3963.58713923372
"303","Store A",4591.43186768273
"304","Store A",3856.40585533467
"305","Store A",3983.12426599998
"306","Store A",4096.26556389953
"307","Store A",4189.19482493575
"308","Store A",4253.8361105219
"309","Store A",4358.25112538591
"310","Store A",3626.11418339789
"311","Store A",3820.98896454404
"312","Store A",4071.08902454099
"313","Store A",4177.7283388881
"314","Store A",3656.83193268255
"315","Store A",4252.3478089844
"316","Store A",4003.53912930945
"317","Store A",4170.52496890262
"318","Store A",4372.04031460911
"319","Store A",4579.24708527784
"320","Store A",3702.49462232994
"321","Store A",4255.50689600163
"322","Store A",4346.94281983342
"323","Store A",3785.68263306734
"324","Store A",4278.74767389637
"325","Store A",3946.77055451577
"326","Store A",4354.8090745225
"327","Store A",4497.50776050756
"328","Store A",3559.30255964328
"329","Store A",3881.31490385511
"330","Store A",4669.61295022258
"331","Store A",4224.08761944138
"332","Store A",4029.15948525497
"333","Store A",4137.55210637029
"334","Store A",3489.19848574073
"335","Store A",4483.08122716416
"336","Store A",4129.48092790154
"337","Store A",4155.85462484613
"338","Store A",4060.14283127567
"339","Store A",3738.37869897246
"340","Store A",4262.23093172491
"341","Store A",4766.36043986582
"342","Store A",4062.65235249944
"343","Store A",4050.67431263516
"344","Store A",3960.9602261146
"345","Store A",4324.98119126437
"346","Store A",4167.74478679747
"347","Store A",4559.84690656695
"348","Store A",4352.10833719363
"349","Store A",3774.99531872626
"350","Store A",4133.52218788801
"351","Store A",4681.2290273274
"352","Store A",4792.91057174119
"353","Store A",4240.32372612825
"354","Store A",4901.64038890078
"355","Store A",4689.36339390154
"356","Store A",3740.22821471599
"357","Store A",4091.7329506127
"358","Store A",4354.01519848583
"359","Store A",3677.14527724312
"360","Store A",3918.18611399644
"361","Store A",3448.31182607786
"362","Store A",4146.0147645268
"363","Store A",4175.05688572284
"364","Store A",3860.47627675632
"365","Store A",3752.68095351532
"366","Store B",4815.1254222728
"367","Store B",4857.59450890379
"368","Store B",4986.63093805193
"369","Store B",4555.13595547393
"370","Store B",4241.90037772233
"371","Store B",5128.99140894673
"372","Store B",4854.55185904437
"373","Store B",5054.43813341542
"374","Store B",4689.14489201654
"375","Store B",4622.73614655735
"376","Store B",4678.23417273533
"377","Store B",3999.52558072809
"378","Store B",4233.79603880403
"379","Store B",4525.27488419092
"380","Store B",5490.36854434624
"381","Store B",4654.69932021722
"382","Store B",4586.67637848897
"383","Store B",4617.15088685463
"384","Store B",4806.96187001242
"385","Store B",4703.08581569437
"386","Store B",4539.20922391219
"387","Store B",4243.12387683827
"388","Store B",4432.86361795018
"389","Store B",5065.61059019853
"390","Store B",4883.58613478752
"391","Store B",4602.06884125377
"392","Store B",4661.58532864692
"393","Store B",4432.03206625512
"394","Store B",4633.7846290311
"395","Store B",4712.85728876126
"396","Store B",4346.57806845572
"397","Store B",4540.62127898332
"398","Store B",4409.28402590559
"399","Store B",4114.87120575264
"400","Store B",4685.46598079193
"401","Store B",4821.18584340265
"402","Store B",4544.26305600296
"403","Store B",4765.33324943282
"404","Store B",4782.7697467082
"405","Store B",5160.51772373775
"406","Store B",4586.91076024967
"407","Store B",4868.96772520498
"408","Store B",4620.93824951528
"409","Store B",5053.4709919722
"410","Store B",4578.57678053237
"411","Store B",4438.09462822599
"412","Store B",4383.02274500204
"413","Store B",4855.10429871193
"414","Store B",4789.12616513462
"415","Store B",5441.58279131035
"416","Store B",4458.32873214327
"417","Store B",4453.96298369902
"418","Store B",4891.28845968905
"419","Store B",5279.90714660389
"420","Store B",4918.4601945165
"421","Store B",4785.14471568958
"422","Store B",4433.86195530829
"423","Store B",4923.06231087072
"424","Store B",4597.43260615436
"425","Store B",5189.41278677333
"426","Store B",4825.20845330651
"427","Store B",4121.82107555397
"428","Store B",4554.24257387577
"429","Store B",4872.11309412363
"430","Store B",4057.86177804101
"431","Store B",5052.47731502288
"432","Store B",4339.28737715023
"433","Store B",4675.15244987957
"434","Store B",4435.15632165676
"435","Store B",5206.56019531808
"436","Store B",4535.4751840873
"437","Store B",5016.7292927307
"438","Store B",5208.29678746769
"439","Store B",4441.46262401365
"440","Store B",4803.67367814332
"441","Store B",4523.58639254643
"442","Store B",4249.7041553151
"443","Store B",4552.93452248149
"444","Store B",5204.43518518911
"445","Store B",4582.26949634426
"446","Store B",4829.18660163597
"447","Store B",5128.21438271772
"448","Store B",4490.22191003361
"449","Store B",4600.69542674491
"450","Store B",4957.22688737037
"451","Store B",4155.57234159966
"452","Store B",5285.25186202358
"453","Store B",4451.32392673913
"454","Store B",4988.87206937807
"455","Store B",4325.9633825757
"456","Store B",4354.80330441546
"457","Store B",4152.6905546089
"458","Store B",4207.75281364165
"459","Store B",4736.86373201721
"460","Store B",4950.19272680154
"461","Store B",4712.27391708463
"462","Store B",4857.1571793972
"463","Store B",4367.36097708866
"464","Store B",4577.43140122281
"465","Store B",4526.14170674641
"466","Store B",4920.67640911629
"467","Store B",4567.18702441466
"468","Store B",4450.85072257378
"469","Store B",4856.39503772775
"470","Store B",5004.69920720493
"471","Store B",4321.39523661715
"472","Store B",5013.83864317738
"473","Store B",4638.18717004097
"474","Store B",5008.313053276
"475","Store B",4912.76821303009
"476","Store B",5121.79325149756
"477","Store B",5344.23948568452
"478","Store B",5042.03690546365
"479","Store B",4991.22559256568
"480","Store B",5054.30052728655
"481","Store B",4541.94244613615
"482","Store B",4165.96628560451
"483","Store B",4335.59261035568
"484","Store B",5085.41885810402
"485","Store B",4490.14488751111
"486","Store B",4263.73340961482
"487","Store B",4243.42048601567
"488","Store B",4879.98880882031
"489","Store B",4214.51157215168
"490","Store B",4959.49432428236
"491","Store B",4241.54785296419
"492","Store B",4995.45016786291
"493","Store B",4742.06298513989
"494","Store B",4425.13668921409
"495","Store B",5115.20472507462
"496","Store B",4155.51484293254
"497","Store B",4786.7218362102
"498","Store B",5111.63161113713
"499","Store B",4295.67475427673
"500","Store B",4038.75590400534
"501","Store B",4934.49926003699
"502","Store B",4749.30970126283
"503","Store B",4787.33976507494
"504","Store B",5075.69063573098
"505","Store B",4420.65489575502
"506","Store B",5071.98503988896
"507","Store B",4806.47307806792
"508","Store B",4596.08464604797
"509","Store B",4345.44188237742
"510","Store B",4552.82698340072
"511","Store B",4952.68744332252
"512","Store B",4499.6232973345
"513","Store B",4948.4106478551
"514","Store B",4923.38507951042
"515","Store B",4384.50356135909
"516","Store B",4968.82349230419
"517","Store B",4000.78461126974
"518","Store B",4430.15174586833
"519","Store B",5526.46843705831
"520","Store B",5099.98260704547
"521","Store B",4131.79251387248
"522","Store B",3992.31021728658
"523","Store B",4997.79551112041
"524","Store B",4910.41855151501
"525","Store B",4332.81502746543
"526","Store B",4677.57366630398
"527","Store B",4319.63123040569
"528","Store B",5259.16133638904
"529","Store B",4993.59017159402
"530","Store B",4858.19148643762
"531","Store B",5126.21684350316
"532","Store B",4844.99875044962
"533","Store B",4804.09900420247
"534","Store B",4301.41981445808
"535","Store B",4448.84698364309
"536","Store B",4624.60878140299
"537","Store B",4893.2762407916
"538","Store B",4282.306301978
"539","Store B",4464.69179090153
"540","Store B",4288.77964377396
"541","Store B",4867.18601407057
"542","Store B",4309.07150152028
"543","Store B",4893.67205755072
"544","Store B",4421.8812484899
"545","Store B",4702.28711962641
"546","Store B",4303.12934420038
"547","Store B",4656.74586632182
"548","Store B",4540.6308304709
"549","Store B",4415.91718027194
"550","Store B",4793.80905874351
"551","Store B",4386.45025373024
"552","Store B",4172.80143866842
"553","Store B",4937.93584727146
"554","Store B",4919.30999639839
"555","Store B",4635.75243002689
"556","Store B",5194.13369185333
"557","Store B",4914.17375730601
"558","Store B",5208.98193708321
"559","Store B",4728.5073098608
"560","Store B",4515.18098389476
"561","Store B",4542.67523870139
"562","Store B",4625.1836423977
"563","Store B",4888.40680655033
"564","Store B",4089.46629023544
"565","Store B",5076.00853909443
"566","Store B",5070.95360450871
"567","Store B",4391.0402166741
"568","Store B",4559.1486383603
"569","Store B",4496.09747439162
"570","Store B",4811.22667887982
"571","Store B",5137.70497252004
"572","Store B",4406.40996493917
"573","Store B",5452.48680961786
"574","Store B",4798.89918026357
"575","Store B",4698.11476246973
"576","Store B",4599.47306012748
"577","Store B",4842.49001320045
"578","Store B",4816.22031882512
"579","Store B",4557.42055492558
"580","Store B",4596.52450836323
"581","Store B",5136.97335331315
"582","Store B",4843.40468081663
"583","Store B",5010.03111201968
"584","Store B",5347.90915202325
"585","Store B",5083.36636625151
"586","Store B",5244.22643111482
"587","Store B",4460.98954218578
"588","Store B",4068.70824117022
"589","Store B",4415.15804329392
"590","Store B",4621.85154796277
"591","Store B",4373.1783649686
"592","Store B",5182.85436154066
"593","Store B",3855.83000730328
"594","Store B",4819.66560564086
"595","Store B",4639.93954823055
"596","Store B",5335.97533464744
"597","Store B",4012.24191736552
"598","Store B",4998.71438846966
"599","Store B",5012.28617786559
"600","Store B",5085.23131240323
"601","Store B",4777.76933715377
"602","Store B",4732.598865102
"603","Store B",4728.28972530149
"604","Store B",4792.16078517097
"605","Store B",4813.11094978326
"606","Store B",4944.6925524293
"607","Store B",4452.86715492759
"608","Store B",4864.88067918211
"609","Store B",5116.44666677641
"610","Store B",4105.59110868506
"611","Store B",5040.86600366629
"612","Store B",4629.1190380381
"613","Store B",4555.17055590251
"614","Store B",4238.61313354997
"615","Store B",4447.57003228746
"616","Store B",5091.25855008598
"617","Store B",5405.33470545801
"618","Store B",4095.48149446834
"619","Store B",4388.04767425275
"620","Store B",4705.00233522051
"621","Store B",4629.38443288099
"622","Store B",3872.57632839349
"623","Store B",4323.51482714617
"624","Store B",4257.94850141766
"625","Store B",4536.7929475954
"626","Store B",4149.8526311342
"627","Store B",4710.75621328139
"628","Store B",4531.96939519846
"629","Store B",4267.59289771982
"630","Store B",4241.37968400146
"631","Store B",4411.79461012773
"632","Store B",4777.12162375626
"633","Store B",4145.66119932739
"634","Store B",5121.59638622051
"635","Store B",4594.29981944747
"636","Store B",4833.80223896245
"637","Store B",4658.45770122951
"638","Store B",4448.36759081755
"639","Store B",4517.73693686787
"640","Store B",5379.05315468961
"641","Store B",4929.85612882113
"642","Store B",5136.09356801074
"643","Store B",4306.67254966924
"644","Store B",4534.59189964909
"645","Store B",4209.67748608687
"646","Store B",4375.46709989186
"647","Store B",4925.9417932922
"648","Store B",4021.25730821922
"649","Store B",4900.48821198964
"650","Store B",4923.10499243524
"651","Store B",4672.63147211346
"652","Store B",4797.76627472937
"653","Store B",4629.41441540974
"654","Store B",5366.02864630515
"655","Store B",4614.19220475061
"656","Store B",4482.72311784424
"657","Store B",5049.77745354604
"658","Store B",4846.49495696089
"659","Store B",4674.07821859293
"660","Store B",4328.50342931624
"661","Store B",5067.51243567671
"662","Store B",4510.77431399682
"663","Store B",4993.96045573005
"664","Store B",4511.90822657109
"665","Store B",4926.90305042032
"666","Store B",4686.42224974349
"667","Store B",4873.21714913014
"668","Store B",4631.58771072656
"669","Store B",4469.74566262868
"670","Store B",4573.47876424783
"671","Store B",4369.77011956759
"672","Store B",4987.82419472528
"673","Store B",5224.13447584703
"674","Store B",4376.14004642538
"675","Store B",4419.14877759893
"676","Store B",4444.48891023284
"677","Store B",5190.20442269326
"678","Store B",4813.72949332665
"679","Store B",4811.99463933802
"680","Store B",4537.1098701099
"681","Store B",4319.30817987372
"682","Store B",4587.08099507269
"683","Store B",4913.24581913949
"684","Store B",4380.07385533925
"685","Store B",4610.72655740982
"686","Store B",4940.22974849644
"687","Store B",5114.88459798606
"688","Store B",4512.28257021813
"689","Store B",4755.97639241162
"690","Store B",4516.4122208488
"691","Store B",4814.00772112616
"692","Store B",4754.05301251705
"693","Store B",5051.46919000739
"694","Store B",5656.31616435322
"695","Store B",5041.52839563319
"696","Store B",5249.9778523804
"697","Store B",4390.05505466297
"698","Store B",5332.59962188901
"699","Store B",4997.40665828831
"700","Store B",5377.37331423446
"701","Store B",5009.61904886176
"702","Store B",5049.59025502261
"703","Store B",4813.93691420711
"704","Store B",4806.85662415983
"705","Store B",4864.13703922705
"706","Store B",4966.40548319583
"707","Store B",4278.38786292281
"708","Store B",4473.73968010869
"709","Store B",4309.90573760513
"710","Store B",4683.8116386489
"711","Store B",4906.0520674525
"712","Store B",4647.44108665577
"713","Store B",4577.52487196187
"714","Store B",4995.33638695581
"715","Store B",4728.45607002324
"716","Store B",4380.00374800393
"717","Store B",4843.58940693645
"718","Store B",4275.34026058857
"719","Store B",4759.75782310812
"720","Store B",4568.51107882772
"721","Store B",4085.9135872375
"722","Store B",4065.69629274458
"723","Store B",4148.04541304116
"724","Store B",4753.84390064328
"725","Store B",4721.67901930461
"726","Store B",4500.5621277757
"727","Store B",5197.47262985149
"728","Store B",4423.97422855023
"729","Store B",4971.15734832095
"730","Store B",4556.24711697816
"731","Store C",5544.71392004139
"732","Store C",4747.64366500406
"733","Store C",5039.24294598093
"734","Store C",5294.22594160334
"735","Store C",5470.10610619911
"736","Store C",5375.15454221322
"737","Store C",5262.55681737322
"738","Store C",5464.17634945813
"739","Store C",5726.5482288358
"740","Store C",5676.75701016143
"741","Store C",4726.31121337158
"742","Store C",5203.86329915416
"743","Store C",5112.08055066456
"744","Store C",5124.71761431352
"745","Store C",5203.62200896679
"746","Store C",5135.97215545962
"747","Store C",4895.36390619961
"748","Store C",5178.84174920646
"749","Store C",5524.33918532404
"750","Store C",5597.31681317969
"751","Store C",5047.5378576989
"752","Store C",5157.31499400305
"753","Store C",5228.63695762742
"754","Store C",5400.52799681648
"755","Store C",5355.19384136007
"756","Store C",5329.18074291535
"757","Store C",5247.5321967438
"758","Store C",5497.44658496721
"759","Store C",5023.78655359979
"760","Store C",5320.31265480016
"761","Store C",5475.98040119295
"762","Store C",4756.58295930269
"763","Store C",5363.25278076399
"764","Store C",5311.58774127558
"765","Store C",5058.38773738238
"766","Store C",4966.85365799794
"767","Store C",5714.04098543383
"768","Store C",5533.45495295838
"769","Store C",5085.13652586499
"770","Store C",5626.99778084631
"771","Store C",5491.25268490482
"772","Store C",5142.49542368265
"773","Store C",4895.83877424109
"774","Store C",5521.87279097168
"775","Store C",5091.69854573336
"776","Store C",5435.30978235703
"777","Store C",5070.05115024705
"778","Store C",4969.59027218412
"779","Store C",5413.05891675632
"780","Store C",5484.1362596769
"781","Store C",5973.55794912835
"782","Store C",5319.06600101
"783","Store C",5225.21010583695
"784","Store C",5254.72933703527
"785","Store C",4887.92077709465
"786","Store C",4893.98875217012
"787","Store C",5548.69368585312
"788","Store C",4749.82087386465
"789","Store C",5721.95184363134
"790","Store C",5776.09446245305
"791","Store C",5560.10965314886
"792","Store C",5613.23573003442
"793","Store C",5290.35252444829
"794","Store C",5869.79091548258
"795","Store C",5389.55316614163
"796","Store C",5372.96829163522
"797","Store C",5714.66683083338
"798","Store C",5260.85851948108
"799","Store C",4633.26214277769
"800","Store C",5640.63603214523
"801","Store C",6173.65679649266
"802","Store C",4977.41221984346
"803","Store C",4720.24204222527
"804","Store C",4953.99015689507
"805","Store C",5766.16801311436
"806","Store C",5243.75206183604
"807","Store C",5308.60015956085
"808","Store C",4945.99712402839
"809","Store C",5493.48337160868
"810","Store C",4970.04728486842
"811","Store C",4796.86341465649
"812","Store C",5296.96911270442
"813","Store C",5227.47858852383
"814","Store C",5729.68291375146
"815","Store C",4767.1263350763
"816","Store C",6084.02890051466
"817","Store C",5237.5798717233
"818","Store C",5686.29429991999
"819","Store C",5362.54604719966
"820","Store C",4942.95409606765
"821","Store C",5446.27503422505
"822","Store C",5680.78291978331
"823","Store C",5374.93684478469
"824","Store C",5704.34365421378
"825","Store C",5255.37082009727
"826","Store C",5260.97847747113
"827","Store C",5015.42862792438
"828","Store C",5346.61956266014
"829","Store C",5356.34429692853
"830","Store C",5202.0706272945
"831","Store C",5944.27626491575
"832","Store C",5953.01975589376
"833","Store C",5808.26927933402
"834","Store C",5637.74125872966
"835","Store C",5031.09817419258
"836","Store C",5445.65389615008
"837","Store C",5100.5975358356
"838","Store C",5956.82202868319
"839","Store C",4999.70752516591
"840","Store C",5887.89098002877
"841","Store C",5202.43456850334
"842","Store C",5184.70281876885
"843","Store C",5241.72515735383
"844","Store C",5904.65206599183
"845","Store C",5537.62513534918
"846","Store C",5558.4023026545
"847","Store C",4953.58450810079
"848","Store C",6088.08210570562
"849","Store C",5297.05652302628
"850","Store C",4775.32239425411
"851","Store C",5457.55237257006
"852","Store C",5213.77346100381
"853","Store C",5300.3894496449
"854","Store C",5281.87129352749
"855","Store C",5858.38282969533
"856","Store C",5218.42904491531
"857","Store C",5846.91676402982
"858","Store C",5273.78325676584
"859","Store C",5248.04398320161
"860","Store C",5963.9430650034
"861","Store C",5526.83420586511
"862","Store C",4935.4142018539
"863","Store C",5438.61741928437
"864","Store C",4875.67605314142
"865","Store C",5779.81496687549
"866","Store C",4824.57110413238
"867","Store C",5313.89241116419
"868","Store C",5513.49047770484
"869","Store C",5262.87775820093
"870","Store C",5576.26327174061
"871","Store C",5685.21628494543
"872","Store C",5241.70247997115
"873","Store C",4141.41500607246
"874","Store C",5865.31562316924
"875","Store C",5330.34550043761
"876","Store C",5220.00796949795
"877","Store C",5268.34547544286
"878","Store C",4871.94036611315
"879","Store C",5110.30568481953
"880","Store C",5661.313831836
"881","Store C",5835.4194751331
"882","Store C",5596.00419247071
"883","Store C",5342.04575527451
"884","Store C",4629.57422838201
"885","Store C",5489.7080406172
"886","Store C",4913.40619770943
"887","Store C",5182.42676132158
"888","Store C",5165.47852855617
"889","Store C",5677.07897517442
"890","Store C",5257.33656336501
"891","Store C",4717.589461639
"892","Store C",5015.95745987189
"893","Store C",5366.38340489644
"894","Store C",4974.28956541251
"895","Store C",5468.908785905
"896","Store C",4978.17640548656
"897","Store C",5061.45937619605
"898","Store C",5105.4593263488
"899","Store C",5631.59921605605
"900","Store C",5189.27782403213
"901","Store C",5649.17766395369
"902","Store C",5583.27716473757
"903","Store C",4993.10161842222
"904","Store C",4773.48863277019
"905","Store C",5358.77981672851
"906","Store C",4745.9857337062
"907","Store C",5602.51360202189
"908","Store C",4944.31922069329
"909","Store C",5516.49253059162
"910","Store C",4861.59821115316
"911","Store C",5121.76681504203
"912","Store C",5255.13487412028
"913","Store C",5208.3173239939
"914","Store C",5373.61931336681
"915","Store C",5518.49297410156
"916","Store C",5359.70422321441
"917","Store C",5007.14012912532
"918","Store C",5033.47760255371
"919","Store C",6266.37090277015
"920","Store C",5770.54715708505
"921","Store C",5896.43963121926
"922","Store C",5391.27841690181
"923","Store C",5523.27188061382
"924","Store C",5439.08958629119
"925","Store C",5384.91757422721
"926","Store C",5932.43122503257
"927","Store C",5313.3543919396
"928","Store C",5436.13085559902
"929","Store C",4944.57298994782
"930","Store C",5155.57983841668
"931","Store C",5330.58628120587
"932","Store C",5366.5116966464
