"","Store","Gender","Revenue"
"173","Store B","Female",1006.30077522617
"174","Store B","Female",979.279557051309
"175","Store B","Female",997.532902334405
"176","Store B","Female",996.230148639039
"177","Store B","Female",1008.5527293327
"178","Store B","Female",997.974890297563
"179","Store B","Female",995.437012490893
"180","Store B","Female",1011.98553311283
"181","Store B","Female",999.786960651774
"182","Store B","Female",997.78044189626
"183","Store B","Female",1003.44015750023
"184","Store B","Female",994.510395478704
"185","Store B","Female",1016.88704830355
"186","Store B","Female",973.031993167082
"187","Store B","Female",998.78920145822
"188","Store B","Female",1002.58155023784
"189","Store B","Female",991.909695259547
"190","Store B","Female",994.952383760137
"191","Store B","Female",1004.71164259182
"192","Store B","Female",996.616055060391
"193","Store B","Female",982.5487432628
"194","Store B","Female",982.546323648459
"195","Store B","Female",999.436520477898
"196","Store B","Female",993.38504717375
"197","Store B","Female",995.814662062967
"198","Store B","Female",995.974339672619
"199","Store B","Female",1004.12172796124
"200","Store B","Female",1001.26095677362
