"","Store","Gender","Revenue"
"113","Store B","Male",1002.51097563085
"114","Store B","Male",1025.84637016858
"115","Store B","Male",1001.58672629158
"116","Store B","Male",1008.92515104626
"117","Store B","Male",992.966382546412
"118","Store B","Male",1013.9641349295
"119","Store B","Male",1010.11347345287
"120","Store B","Male",995.124117446498
"121","Store B","Male",994.501789277177
"122","Store B","Male",995.600960168649
"123","Store B","Male",996.147954588417
"124","Store B","Male",1001.32257848375
"125","Store B","Male",979.769307784283
"126","Store B","Male",993.259553748614
"127","Store B","Male",998.304487613259
"128","Store B","Male",1005.10101927956
"129","Store B","Male",986.662262126168
"130","Store B","Male",1000.91715963706
"131","Store B","Male",981.111495251161
"132","Store B","Male",996.692687793491
"133","Store B","Male",982.769266586432
"134","Store B","Male",996.865899153703
"135","Store B","Male",997.528922070356
"136","Store B","Male",1009.32889527886
"137","Store B","Male",1008.45546754946
"138","Store B","Male",997.984471846626
"139","Store B","Male",980.13942570507
"140","Store B","Male",1001.88408982653
"141","Store B","Male",994.90652865751
"142","Store B","Male",988.433584914841
"143","Store B","Male",1009.65697441075
"144","Store B","Male",997.505295411341
"145","Store B","Male",1000.64864450078
"146","Store B","Male",1013.0688021033
"147","Store B","Male",1005.30375495207
"148","Store B","Male",990.139679770828
"149","Store B","Male",1014.01764425956
"150","Store B","Male",1002.75166526462
"151","Store B","Female",9982.06716014682
"152","Store B","Female",9998.72571400806
"153","Store B","Female",10015.4266372455
"154","Store B","Female",9989.5744097773
"155","Store B","Female",10005.2541994529
"156","Store B","Female",10009.3971205588
"157","Store B","Female",9993.23624287668
"158","Store B","Female",10010.9964034565
"159","Store B","Female",10009.6205789061
"160","Store B","Female",10009.2393382155
"161","Store B","Female",9995.31145541962
"162","Store B","Female",9998.55421974602
"163","Store B","Female",9994.2958554173
"164","Store B","Female",10002.518223431
"165","Store B","Female",9994.85542988056
"166","Store B","Female",9991.23653433139
"167","Store B","Female",9986.20475708437
"168","Store B","Female",10012.9694744691
"169","Store B","Female",10014.3919894164
"170","Store B","Female",9987.37537522856
"171","Store B","Female",10008.5656618626
"172","Store B","Female",9988.74146159561
"173","Store B","Female",10000.6034199253
"174","Store B","Female",10000.7744295923
"175","Store B","Female",10011.9459917535
"176","Store B","Female",10013.3392743003
"177","Store B","Female",10007.5788543419
"178","Store B","Female",9995.1100365513
"179","Store B","Female",10012.2961840162
"180","Store B","Female",9996.49013761822
"181","Store B","Female",10007.9142222011
"182","Store B","Female",10003.8011285348
"183","Store B","Female",9995.1057274551
"184","Store B","Female",10001.1907861214
"185","Store B","Female",9992.68199254171
"186","Store B","Female",9986.81058264196
"187","Store B","Female",10003.171908415
"188","Store B","Female",10004.7735536974
"189","Store B","Female",10008.2077904231
"190","Store B","Female",9994.78534702809
"191","Store B","Female",9998.51925544882
"192","Store B","Female",10002.2931394709
"193","Store B","Female",10023.1094615209
"194","Store B","Female",10002.2025605565
"195","Store B","Female",10011.538452345
"196","Store B","Female",9984.79120161636
"197","Store B","Female",10005.6106112738
"198","Store B","Female",10006.0667568169
"199","Store B","Female",10000.9924454271
"200","Store B","Female",9978.66001279204
